now,published_at,price,house_type,size,living_size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,width,length,floors,property_status,apartment_type,pty_characteristics,land_type,size_unit,direction,commercial_type,floornumber,block,balconydirection,unitnumber,apartment_feature
2025-10-04T00:21:20.412800,Cập nhật 8 ngày trước,21 tỷ,"Nhà ngõ, hẻm",70 m²,400 m²,300 triệu/m²,Đã có sổ,6 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,5 m,,6,,,"Hẻm xe hơi
Nhà nở hậu",,,Nam,,,,,,
2025-10-04T00:21:21.932665,Cập nhật 8 ngày trước,"10,3 tỷ","Nhà ngõ, hẻm",33 m²,,"312,12 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,,,6,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:21:23.553754,Cập nhật 7 ngày trước,"4,9 tỷ",,430 m²,,"11,40 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,m²,Đông Nam,,,,,,
2025-10-04T00:21:32.683395,Cập nhật 6 ngày trước,"17,5 tỷ",Nhà biệt thự,98 m²,400 m²,"178,57 triệu/m²",Đã có sổ,4 phòng,3 phòng,Bàn giao thô,6.5 m,15 m,4,,,Hẻm xe hơi,,,Tây Bắc,,,,,,
2025-10-04T00:21:35.269992,Cập nhật 7 ngày trước,"4,7 tỷ","Nhà ngõ, hẻm",39 m²,39 m²,"120,51 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,3.5 m,12 m,4,,,Hiện trạng khác,,,,,,,,,
2025-10-04T00:21:44.547610,Cập nhật 7 ngày trước,"7,65 tỷ","Nhà ngõ, hẻm",28 m²,,"273,21 triệu/m²",Đã có sổ,4 phòng,4 phòng,Hoàn thiện cơ bản,,,5,,,,,,,,,,,,
2025-10-04T00:21:46.160489,Cập nhật 7 ngày trước,260 tỷ,"Nhà mặt phố, mặt tiền",280 m²,,"928,57 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,8.5 m,,7,,,,,,,,,,,,
2025-10-04T00:21:49.568594,Cập nhật 8 ngày trước,"1,92 tỷ",,52 m²,,"36,92 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất đầy đủ,,,,Đã bàn giao,Chung cư,,,,,,3,11,,,Căn góc
2025-10-04T00:21:52.247586,Cập nhật 8 ngày trước,"18,6 tỷ","Nhà ngõ, hẻm",56 m²,,"332,14 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,
2025-10-04T00:22:04.655505,Cập nhật 9 ngày trước,"62,45 tỷ",Nhà biệt thự,207 m²,207 m²,"301,69 triệu/m²",Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,9 m,,5,,,,,,,,,,,,
2025-10-04T00:22:06.260967,Cập nhật 9 ngày trước,12 tỷ,"Nhà ngõ, hẻm",45 m²,45 m²,"266,67 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-04T00:22:08.070189,Cập nhật 9 ngày trước,"6,38 tỷ",,100 m²,,"63,80 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:22:16.315375,Cập nhật 9 ngày trước,"13,5 tỷ","Nhà ngõ, hẻm",48 m²,48 m²,"281,25 triệu/m²",Đã có sổ,4 phòng,5 phòng,Nội thất cao cấp,,,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:22:24.788368,Cập nhật 7 ngày trước,4 tỷ,"Nhà ngõ, hẻm",35 m²,,"114,29 triệu/m²",Đang chờ sổ,3 phòng,,,3.5 m,,3,,,,,,,,,,,,
2025-10-04T00:22:25.549978,Cập nhật 2 ngày trước,5 tỷ,"Nhà ngõ, hẻm",32 m²,,"156,25 triệu/m²",Đã có sổ,3 phòng,,,,,5,,,,,,,,,,,,
2025-10-04T00:22:29.483424,Cập nhật 9 ngày trước,"9,9 tỷ",,73 m²,,"135,62 triệu/m²",Đã có sổ,,,,3.2 m,,,,,,Đất thổ cư,,,,,,,,
2025-10-04T00:22:31.393320,Cập nhật 3 ngày trước,"5,2 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"148,57 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:22:39.762673,Cập nhật 7 ngày trước,800 triệu,,50 m²,,16 triệu/m²,Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,
2025-10-04T00:22:48.535294,Cập nhật 6 ngày trước,"19,5 tỷ","Nhà mặt phố, mặt tiền",45 m²,,"433,33 triệu/m²",Đã có sổ,6 phòng,5 phòng,,,,,,,,,,,,,,,,
2025-10-04T00:22:53.219658,Cập nhật 8 ngày trước,"7,93 tỷ","Nhà ngõ, hẻm",34 m²,,"233,24 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,3.9 m,,,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:22:57.408187,Cập nhật 9 ngày trước,"3,65 tỷ","Nhà ngõ, hẻm",32.5 m²,32.5 m²,"112,31 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,,,,,,Bắc,,,,,,
2025-10-04T00:23:04.276570,Cập nhật 9 ngày trước,"5,8 tỷ",,119 m²,,"48,74 triệu/m²",Đã có sổ,,,,6.5 m,18.5 m,,,,"Mặt tiền
Thổ cư toàn bộ
Hẻm xe hơi
Nở hậu",Đất thổ cư,m²,Tây Nam,,,,,,
2025-10-04T00:23:05.724729,Cập nhật 7 ngày trước,"12,8 tỷ",,61 m²,,"209,84 triệu/m²",Đã có sổ,,,,,,,,,"Hẻm xe hơi
Mặt tiền",Đất thổ cư,,Tây Nam,,,,,,
2025-10-04T00:23:13.622540,Cập nhật 7 ngày trước,18 tỷ,"Nhà mặt phố, mặt tiền",72 m²,,250 triệu/m²,Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,,8,,,,,,,,,,,,
2025-10-04T00:23:21.441285,Cập nhật 9 ngày trước,"3,55 tỷ",,60 m²,,"59,17 triệu/m²",Sổ hồng riêng,3 phòng,,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:23:28.429515,Cập nhật 9 ngày trước,"6,3 tỷ",,150 m²,,42 triệu/m²,Sổ hồng riêng,4 phòng,2 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,2,,,,Căn góc
2025-10-04T00:23:32.551836,Cập nhật 7 ngày trước,"3,64 tỷ","Nhà ngõ, hẻm",43 m²,,"84,65 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,,,3,,,,,,,,,,,,
2025-10-04T00:23:34.512766,Cập nhật 7 ngày trước,"5,6 tỷ",,80 m²,,70 triệu/m²,Sổ hồng riêng,3 phòng,1 phòng,Nội thất đầy đủ,,,,Đã bàn giao,"Tập thể, cư xá",,,,Đông Nam,,5,Nhà H,Đông Nam,,
2025-10-04T00:23:36.107542,Cập nhật 7 ngày trước,16 tỷ,Nhà phố liền kề,55 m²,,"290,91 triệu/m²",Đã có sổ,4 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:23:47.036461,Cập nhật 9 ngày trước,"1,26 tỷ",,50 m²,,"25,20 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,Chung cư,,,,,,5,5,,,
2025-10-04T00:23:51.296150,Cập nhật 2 giờ trước,"6,25 tỷ",,50 m²,,125 triệu/m²,Đã có sổ,,,,4 m,,,,,Nở hậu,Đất thổ cư,m²,,,,,,,
2025-10-04T00:23:54.301957,Cập nhật 7 ngày trước,"25,8 tỷ","Nhà mặt phố, mặt tiền",72 m²,72 m²,"358,33 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,,,5,,,,,,,,,,,,
2025-10-04T00:24:07.779219,Cập nhật 8 ngày trước,"2,1 tỷ",,60 m²,,35 triệu/m²,Đã có sổ,,,,4 m,15 m,,,,,Đất thổ cư,m²,,,,,,,
2025-10-04T00:24:14.355446,Cập nhật 2 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",30 m²,120 m²,240 triệu/m²,Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4.1 m,,5,,,,,,,,,,,,
2025-10-04T00:24:13.512118,Cập nhật 8 ngày trước,"4,68 tỷ",,70 m²,,"66,86 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Chưa bàn giao,"Tập thể, cư xá",,,,,,3,,,,
2025-10-04T00:24:29.906190,Cập nhật 7 ngày trước,"7,95 tỷ","Nhà ngõ, hẻm",28 m²,28 m²,"283,93 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:24:35.003672,Cập nhật 7 ngày trước,30 tỷ,Nhà phố liền kề,80 m²,,375 triệu/m²,Đã có sổ,6 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:24:37.132015,Cập nhật 7 ngày trước,"5,55 tỷ",,64 m²,,"86,72 triệu/m²",Sổ hồng riêng,2 phòng,,Nội thất cao cấp,,,,Đã bàn giao,Chung cư,,,,,,,,,,Căn góc
2025-10-04T00:24:37.170431,Cập nhật 7 ngày trước,32 tỷ,"Nhà mặt phố, mặt tiền",56 m²,320 m²,"571,43 triệu/m²",Đã có sổ,6 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,4.3 m,15 m,8,,,"Hẻm xe hơi
Nhà nở hậu",,,Bắc,,,,,,
2025-10-04T00:24:45.944896,Cập nhật 7 ngày trước,"10,9 tỷ","Nhà ngõ, hẻm",40 m²,,"272,50 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:24:52.124709,Cập nhật 3 ngày trước,"2,85 tỷ",,45 m²,,"63,33 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,2,,,,Căn góc
2025-10-04T00:24:54.014559,Cập nhật 8 ngày trước,6 tỷ,"Nhà ngõ, hẻm",30 m²,30 m²,200 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-04T00:25:01.078391,Cập nhật 7 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",42 m²,,"180,95 triệu/m²",Đã có sổ,8 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:24:59.479404,Cập nhật 9 ngày trước,1 tỷ,,50 m²,,20 triệu/m²,Sổ hồng riêng,2 phòng,1 phòng,,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,6,5,,,
2025-10-04T00:25:08.617668,Cập nhật 7 ngày trước,8 tỷ,"Nhà ngõ, hẻm",56 m²,,"142,86 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:25:11.479854,Cập nhật 9 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",31 m²,31 m²,"209,68 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.3 m,9.3 m,5,,,,,,Đông Nam,,,,,,
2025-10-04T00:25:10.588633,Cập nhật 7 ngày trước,6 tỷ,"Nhà ngõ, hẻm",40 m²,42 m²,150 triệu/m²,Đã có sổ,6 phòng,5 phòng,Nội thất đầy đủ,,,5,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,
2025-10-04T00:25:22.300379,Cập nhật 7 ngày trước,"10,5 tỷ","Nhà ngõ, hẻm",44 m²,,"238,64 triệu/m²",Đã có sổ,4 phòng,,,,,6,,,,,,,,,,,,
2025-10-04T00:25:22.791450,Cập nhật 8 ngày trước,"4,79 tỷ","Nhà ngõ, hẻm",121 m²,,"39,59 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà nở hậu
Hẻm xe hơi",,,,,,,,,
2025-10-04T00:25:31.043525,Cập nhật 7 ngày trước,21 tỷ,"Nhà mặt phố, mặt tiền",55 m²,,"381,82 triệu/m²",Đã có sổ,4 phòng,5 phòng,Nội thất cao cấp,5.7 m,10 m,7,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:25:36.193446,Cập nhật 8 ngày trước,"19,8 tỷ","Nhà ngõ, hẻm",64 m²,,"309,38 triệu/m²",Đã có sổ,6 phòng,6 phòng,Nội thất đầy đủ,4.1 m,15 m,6,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:25:39.982304,Cập nhật 7 ngày trước,"20,5 tỷ","Nhà ngõ, hẻm",60 m²,,"341,67 triệu/m²",Đã có sổ,4 phòng,5 phòng,,4 m,,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:25:50.997502,Cập nhật 9 ngày trước,"7,6 tỷ",,96 m²,,"79,17 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,,,,,Đã bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:25:53.336705,Cập nhật 1 ngày trước,"8,6 tỷ","Nhà ngõ, hẻm",36 m²,42 m²,"238,89 triệu/m²",Đã có sổ,10 phòng,6 phòng,Nội thất đầy đủ,12 m,,,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:25:59.951821,Cập nhật 8 ngày trước,"14,5 tỷ",,50 m²,,290 triệu/m²,Đã có sổ,,,,11 m,5 m,,,,"Mặt tiền
Hẻm xe hơi",Đất thổ cư,m²,,,,,,,
2025-10-04T00:26:01.779891,Cập nhật 9 ngày trước,"8,8 tỷ","Nhà ngõ, hẻm",36 m²,36 m²,"244,44 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5.1 m,7 m,6,,,,,,,,,,,,
2025-10-04T00:26:09.397216,Cập nhật 8 ngày trước,"22,9 tỷ","Nhà mặt phố, mặt tiền",68 m²,68 m²,"336,76 triệu/m²",Đã có sổ,5 phòng,6 phòng,Nội thất cao cấp,,,7,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,
2025-10-04T00:26:11.378482,Cập nhật 7 ngày trước,36 tỷ,"Nhà mặt phố, mặt tiền",85 m²,160 m²,"423,53 triệu/m²",Đã có sổ,2 phòng,2 phòng,Hoàn thiện cơ bản,5 m,17 m,2,,,,,,Tây Bắc,,,,,,
2025-10-04T00:26:15.500269,Cập nhật 9 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",36 m²,36 m²,"216,67 triệu/m²",Đã có sổ,4 phòng,5 phòng,Nội thất cao cấp,,,5,,,"Nhà nở hậu
Hẻm xe hơi",,,,,,,,,
2025-10-04T00:26:23.616273,Cập nhật 8 ngày trước,"2,85 tỷ","Nhà ngõ, hẻm",20 m²,,"142,50 triệu/m²",Đã có sổ,3 phòng,,,,,3,,,,,,,,,,,,
2025-10-04T00:26:26.491786,Cập nhật 7 ngày trước,"7,1 tỷ","Nhà ngõ, hẻm",37 m²,,"191,89 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.5 m,10 m,5,,,,,,,,,,,,
2025-10-04T00:26:45.490067,Cập nhật 7 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",33 m²,33 m²,"236,36 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,3.5 m,,5,,,"Nhà nở hậu
Hẻm xe hơi",,,Đông Nam,,,,,,
2025-10-04T00:26:48.621575,Cập nhật 6 ngày trước,"3,95 tỷ","Nhà ngõ, hẻm",33.5 m²,,"117,91 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,5,,,,,,,,,,,,
2025-10-04T00:26:51.543911,Cập nhật 7 ngày trước,"7,9 tỷ","Nhà ngõ, hẻm",32 m²,32 m²,"246,88 triệu/m²",Đã có sổ,3 phòng,5 phòng,,3.5 m,9 m,,,,,,,,,,,,,
2025-10-04T00:26:56.224667,Cập nhật 8 ngày trước,"6,7 tỷ","Nhà ngõ, hẻm",37 m²,,"181,08 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:27:01.425508,Cập nhật 7 ngày trước,21 tỷ,"Nhà ngõ, hẻm",55 m²,55 m²,"381,82 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:27:08.808085,Cập nhật 9 ngày trước,"9,65 tỷ","Nhà ngõ, hẻm",45 m²,,"214,44 triệu/m²",Đã có sổ,6 phòng,,,,,5,,,,,,,,,,,,
2025-10-04T00:27:15.185673,Cập nhật 8 ngày trước,"10,425 tỷ","Nhà ngõ, hẻm",44 m²,38 m²,"236,93 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,,,3,,,,,,,,,,,,
2025-10-04T00:27:19.987267,Cập nhật 8 ngày trước,"5,4 tỷ","Nhà mặt phố, mặt tiền",32 m²,,"168,75 triệu/m²",Đã có sổ,3 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:27:27.019848,Cập nhật 9 ngày trước,5 tỷ,"Nhà ngõ, hẻm",32 m²,,"156,25 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,,,5,,,,,,,,,,,,
2025-10-04T00:27:32.594497,Cập nhật 8 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",51 m²,51 m²,"152,94 triệu/m²",Đã có sổ,2 phòng,1 phòng,,,,,,,,,,,,,,,,
2025-10-04T00:27:31.487044,Cập nhật 7 ngày trước,"13,5 tỷ","Nhà ngõ, hẻm",39 m²,42 m²,"346,15 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,3.5 m,11 m,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:27:42.246390,Cập nhật 8 ngày trước,"7,1 tỷ","Nhà ngõ, hẻm",28 m²,35 m²,"253,57 triệu/m²",Đã có sổ,2 phòng,2 phòng,Hoàn thiện cơ bản,,,3,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:27:47.062391,Cập nhật 9 ngày trước,"2,9 tỷ",,70 m²,,"41,43 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất đầy đủ,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:27:49.068767,Cập nhật 1 ngày trước,"8,25 tỷ","Nhà ngõ, hẻm",55 m²,55 m²,150 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,,,4,,,,,,,,,,,,
2025-10-04T00:27:49.322321,Cập nhật 7 ngày trước,"7,9 tỷ","Nhà ngõ, hẻm",37.3 m²,,"211,80 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,5,,,,,,,,,,,,
2025-10-04T00:27:50.046249,Cập nhật 8 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",47 m²,47 m²,"138,30 triệu/m²",Đã có sổ,3 phòng,3 phòng,Bàn giao thô,4.4 m,,1,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:28:05.246399,Cập nhật 8 ngày trước,"5,5 tỷ",,46 m²,,"119,57 triệu/m²",Đã có sổ,,,,,,,,,"Mặt tiền
Hẻm xe hơi
Nở hậu
Thổ cư toàn bộ",Đất thổ cư,m²,Đông Nam,,,,,,
2025-10-04T00:28:10.904729,Cập nhật 9 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",31 m²,31 m²,"232,26 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5 m,6.2 m,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:28:11.107735,Cập nhật 7 ngày trước,"11,4 tỷ","Nhà ngõ, hẻm",50 m²,,228 triệu/m²,Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,4.5 m,,4,,,"Nhà nở hậu
Hẻm xe hơi",,,,,,,,,
2025-10-04T00:28:16.229840,Cập nhật 7 ngày trước,"7,8 tỷ","Nhà mặt phố, mặt tiền",46 m²,,"169,57 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:28:26.152040,Cập nhật 7 ngày trước,11 tỷ,Nhà phố liền kề,50 m²,,220 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-04T00:28:30.115454,Cập nhật 8 ngày trước,"8,6 tỷ","Nhà ngõ, hẻm",42 m²,180 m²,"204,76 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,10 m,5,,,,,,,,,,,,
2025-10-04T00:28:33.965463,Cập nhật 9 ngày trước,"6,95 tỷ","Nhà ngõ, hẻm",28 m²,130 m²,"248,21 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:28:38.357402,Cập nhật 9 ngày trước,"10,5 tỷ","Nhà mặt phố, mặt tiền",45 m²,45 m²,"233,33 triệu/m²",Đã có sổ,4 phòng,3 phòng,Hoàn thiện cơ bản,3.5 m,11 m,4,,,,,,Đông Nam,,,1,,,
2025-10-04T00:28:48.706988,Cập nhật 6 ngày trước,"11,8 tỷ","Nhà mặt phố, mặt tiền",62 m²,62 m²,"190,32 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,3,,,,,,,,,,,,
2025-10-04T00:28:57.898741,Cập nhật 7 ngày trước,"2,15 tỷ",,52 m²,,"41,35 triệu/m²",Đã có sổ,,,,4 m,12 m,,,,,Đất thổ cư,m²,,,,,,,
2025-10-04T00:29:00.398473,Cập nhật 3 ngày trước,"1,75 tỷ",,100 m²,,"17,50 triệu/m²",Đã có sổ,,,,5 m,20 m,,,,"Mặt tiền
Thổ cư 1 phần",Đất thổ cư,m²,,,,,,,
2025-10-04T00:28:59.973422,Cập nhật 7 ngày trước,"4,55 tỷ",,42 m²,,"108,33 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,m²,,,,,,,
2025-10-04T00:28:59.954028,Cập nhật 7 ngày trước,"4,19 tỷ",,58 m²,,"72,24 triệu/m²",Đã có sổ,,,,4 m,14 m,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",Đất thổ cư,,Nam,,,,,,
2025-10-04T00:29:22.926089,Cập nhật 7 ngày trước,"136,876 tỷ",,10200 m²,,"13,42 triệu/m²",Đã có sổ,,,,101 m,101 m,,,,Mặt tiền,Đất nền dự án,m²,,,,,,,
2025-10-04T00:29:23.353036,Cập nhật 8 ngày trước,15 tỷ,"Nhà ngõ, hẻm",60 m²,,250 triệu/m²,Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,7,,,,,,,,,,,,
2025-10-04T00:29:23.806073,Cập nhật 7 ngày trước,210 tỷ,"Nhà mặt phố, mặt tiền",436 m²,,"481,65 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,,Nội thất cao cấp,10 m,,10,,,,,,,,,,,,
2025-10-04T00:29:26.150264,Cập nhật 8 ngày trước,26 tỷ,"Nhà ngõ, hẻm",52 m²,,500 triệu/m²,Đã có sổ,9 phòng,,,,,,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:29:35.079901,Cập nhật 7 ngày trước,"5,2 tỷ",,982 m²,,"5,30 triệu/m²",Đã có sổ,,,,13.8 m,71 m,,,,"Mặt tiền
Nở hậu",Đất nông nghiệp,m²,,,,Thửa đất 51; tờ bản đồ TĐ04,,,
2025-10-04T00:29:37.072999,Cập nhật 9 ngày trước,"4,35 tỷ",,50 m²,,87 triệu/m²,Đã có sổ,,,,4 m,12.5 m,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",Đất thổ cư,m²,Đông Nam,,,,,,
2025-10-04T00:29:45.060335,Cập nhật 8 ngày trước,"19,6 tỷ","Nhà mặt phố, mặt tiền",55 m²,55 m²,"356,36 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5 m,11 m,4,,,"Hẻm xe hơi
Nhà nở hậu",,,Đông Nam,,,,,,
2025-10-04T00:29:46.867537,Cập nhật 6 ngày trước,10 tỷ,"Nhà ngõ, hẻm",40 m²,45 m²,250 triệu/m²,Đã có sổ,6 phòng,6 phòng,,,,7,,,,,,,,,,,,
2025-10-04T00:29:50.038057,Cập nhật 7 ngày trước,22 tỷ,Nhà phố liền kề,60 m²,60 m²,"366,67 triệu/m²",Đã có sổ,10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,7 m,9 m,7,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:29:51.904056,Cập nhật 9 ngày trước,10 tỷ,"Nhà ngõ, hẻm",54 m²,54 m²,"185,19 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất cao cấp,6 m,9 m,5,,,,,,,,,,,,
2025-10-04T00:29:59.107343,Cập nhật 9 ngày trước,"12,5 tỷ","Nhà ngõ, hẻm",51 m²,200 m²,"245,10 triệu/m²",Đã có sổ,4 phòng,2 phòng,Nội thất đầy đủ,4.5 m,11.5 m,4,,,Hẻm xe hơi,,,Đông Bắc,,,,,,
2025-10-04T00:30:08.743272,Cập nhật 8 ngày trước,"14,987 tỷ","Nhà ngõ, hẻm",51 m²,220 m²,"293,86 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,6 m,9.8 m,4,,,,,,,,,,,,
2025-10-04T00:30:13.595735,Cập nhật 8 ngày trước,"8,58 tỷ","Nhà ngõ, hẻm",54 m²,54 m²,"158,89 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4.2 m,11 m,5,,,,,,Đông Nam,,,,,,
2025-10-04T00:30:14.957734,Cập nhật 8 ngày trước,"11,1 tỷ","Nhà ngõ, hẻm",38 m²,,"292,11 triệu/m²",Đã có sổ,8 phòng,4 phòng,Hoàn thiện cơ bản,3 m,,6,,,,,,,,,,,,
2025-10-04T00:30:23.265079,Cập nhật 2 ngày trước,"9,3 tỷ","Nhà mặt phố, mặt tiền",20 m²,80 m²,465 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,2.8 m,,4,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:30:30.306614,Cập nhật 7 ngày trước,"4,2 tỷ","Nhà ngõ, hẻm",43 m²,43 m²,"97,67 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,4 m,11 m,3,,,,,,Tây Nam,,,,,,
2025-10-04T00:30:31.512781,Cập nhật 4 ngày trước,"22,5 tỷ","Nhà ngõ, hẻm",90 m²,360 m²,250 triệu/m²,Đã có sổ,4 phòng,,Nội thất đầy đủ,5.5 m,,4,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:30:33.365304,Cập nhật 7 ngày trước,"11,4 tỷ","Nhà ngõ, hẻm",48 m²,48 m²,"237,50 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,4.6 m,15 m,4,,,Nhà nở hậu,,,Tây,,,,,,
2025-10-04T00:30:38.128022,Cập nhật 8 ngày trước,13 tỷ,"Nhà ngõ, hẻm",38 m²,,"342,11 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:30:47.376831,Cập nhật 8 ngày trước,"3,3 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"94,29 triệu/m²",Không có sổ,2 phòng,2 phòng,Nội thất cao cấp,4 m,9 m,2,,,,,,Tây,,,1,,,
